,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,free,size_megabytes,game
1500,0.0,1103,4,4.0,1.5,5,4,5,37,0,2,True,1,103.6416015625,0
1501,2.99,116,40,4.0,4.0,2,4,1,40,5,1,True,0,6.7265625,1
1502,0.99,1291,30,4.5,3.5,1,9,1,24,5,1,True,0,131.4150390625,1
1503,0.0,869,1,4.0,1.0,4,4,5,24,5,1,True,1,47.796875,0
1504,0.0,32763,191,3.5,3.5,2,4,2,24,5,13,True,1,73.2861328125,0
1505,0.99,6977,893,4.5,4.5,1,12,1,43,0,1,True,0,53.7734375,1
1506,2.99,2028,489,4.5,5.0,1,12,1,26,4,1,True,0,47.49609375,1
1507,1.99,441,402,4.5,4.5,1,4,1,40,5,14,True,0,21.328125,1
1508,0.99,185,1,1.5,3.0,1,4,1,37,1,1,True,0,74.359375,1
1509,0.0,64925,1543,4.0,3.5,3,4,5,37,5,1,True,1,23.9990234375,0
1511,0.0,25,1,4.0,5.0,4,4,5,37,0,1,True,1,54.4912109375,0
1512,1.99,413,42,4.5,4.5,1,9,1,38,0,1,True,0,69.0234375,1
1513,3.99,1951,1333,4.5,4.5,1,12,1,43,5,1,True,0,203.87038612365723,1
1514,0.0,23655,376,4.0,4.5,3,4,1,37,5,1,True,1,181.5625,1
1515,0.0,177,10,3.0,3.0,1,4,5,38,0,1,True,1,9.50390625,0
1516,0.0,164483,171,4.5,4.5,5,4,1,38,5,12,True,1,833.6875,1
1517,5.99,806,461,4.0,4.5,2,12,1,43,5,1,True,0,87.9765625,1
1518,2.99,4059,28,4.5,4.0,1,4,3,40,5,19,True,0,55.0595703125,0
1519,4.99,5611,1549,5.0,5.0,4,4,5,38,4,9,True,0,55.1572265625,0
1520,2.99,895,164,4.5,4.5,1,9,1,24,5,1,True,0,108.3046875,1
1521,1.99,65,17,4.5,5.0,1,4,1,43,5,1,True,0,40.7769889831543,1
1522,7.99,493,2,4.0,4.5,3,4,5,38,5,13,True,0,98.857421875,0
1523,0.0,1619,50,4.0,4.5,2,4,3,38,4,20,True,1,159.3154296875,0
1524,0.0,34138,7,4.5,3.5,1,4,1,37,0,1,True,1,169.123046875,1
1525,0.0,22674,10,4.5,4.5,1,4,1,24,5,1,True,1,202.4169921875,1
1526,0.0,212,1,4.0,5.0,3,12,5,37,5,6,True,1,79.0634765625,0
1527,0.0,4231,288,4.5,4.0,2,17,2,38,3,7,True,1,72.3681640625,0
1528,3.99,2840,258,4.5,5.0,7,4,5,37,5,1,True,0,11.93359375,0
1529,0.0,1034,859,4.5,5.0,7,9,5,37,5,21,True,1,133.3857421875,0
1530,0.0,3979,374,4.5,4.5,2,4,1,37,5,12,True,1,158.6015625,1
1531,0.99,1133,142,4.5,4.5,3,4,1,37,5,1,True,0,81.408203125,1
1532,4.99,2154,27,4.5,4.0,2,17,5,37,1,2,True,0,13.7734375,0
1533,6.99,12916,1213,4.0,4.0,1,17,1,39,5,13,True,0,2069.09375,1
1534,0.0,85535,1897,4.5,4.5,2,4,5,37,5,31,True,1,13.56640625,0
1535,1.99,1880,118,3.5,3.5,4,4,5,37,5,7,True,0,36.12890625,0
1536,0.0,44313,0,4.5,0.0,5,12,5,37,0,1,True,1,183.84375,0
1538,0.0,13,0,5.0,0.0,4,12,5,38,4,1,True,1,60.376953125,0
1539,0.0,9411,165,4.5,4.5,5,17,1,37,5,9,True,1,214.560546875,1
1540,0.0,3101,61,4.5,4.5,4,4,5,37,5,12,True,1,124.4853515625,0
1541,0.99,2701,825,4.0,4.0,1,12,1,39,5,1,True,0,760.8671875,1
1542,0.0,6542,145,3.0,1.5,3,12,4,37,4,10,True,1,90.4091796875,0
1543,0.0,123032,608,4.5,4.5,1,4,1,40,5,5,True,1,243.5693359375,1
1544,6.99,1107,27,4.0,4.5,1,12,1,40,5,7,True,0,333.091796875,1
1545,0.0,19977,828,4.0,4.5,2,4,5,37,3,1,True,1,62.5234375,0
1546,0.0,10,0,3.0,0.0,2,4,2,37,0,2,True,1,80.228515625,0
1547,0.0,277268,223,4.5,4.5,4,4,1,38,5,12,True,1,117.8857421875,1
1548,0.0,26,13,3.5,3.0,2,4,5,26,5,1,True,1,34.55078125,0
1550,2.99,1474,125,4.5,4.5,1,12,1,38,5,1,False,0,306.48828125,1
1551,0.99,4432,61,4.5,4.5,1,9,1,40,0,1,True,0,131.4091796875,1
1552,0.0,2896,17,4.0,3.0,6,12,5,37,5,1,True,1,217.7734375,0
1554,4.99,8,0,4.5,0.0,3,4,5,37,5,2,True,0,25.69140625,0
1555,3.99,4006,60,4.0,4.5,4,4,1,37,5,11,True,0,44.0703125,1
1556,2.99,42078,141,4.5,4.5,3,9,1,40,0,15,True,0,107.78515625,1
1557,0.0,8,0,5.0,0.0,7,4,5,37,0,2,True,1,76.4169921875,0
1558,4.99,1782,114,4.5,4.5,3,4,5,40,5,1,True,0,43.0009765625,0
1559,6.99,850,448,4.5,4.5,2,4,1,43,5,2,True,0,131.01171875,1
1560,0.0,108183,186,4.5,4.5,1,9,1,37,5,1,True,1,103.3046875,1
1561,0.0,47,0,4.0,0.0,9,4,5,38,4,2,True,1,65.7578125,0
1562,0.99,23,0,3.5,0.0,9,4,5,38,4,2,True,0,65.7578125,0
1563,0.0,177,0,2.0,0.0,2,4,5,38,0,1,True,1,27.6201171875,0
1564,0.0,188,0,5.0,0.0,2,4,5,38,5,1,True,1,21.515625,0
1565,0.99,11687,11687,4.5,4.5,1,9,1,43,5,1,True,0,16.629087448120117,1
1566,0.0,46363,213,4.5,4.5,5,4,3,37,5,9,True,1,180.1513671875,0
1567,0.0,581,0,3.5,0.0,5,12,5,38,0,1,True,1,81.037109375,0
1568,0.0,1033,8,4.0,3.5,5,17,5,24,5,2,True,1,159.8662109375,0
1570,1.99,191,1,4.0,5.0,1,4,3,38,5,1,True,0,282.701171875,0
1571,2.99,28341,184,4.5,5.0,3,9,1,24,5,15,True,0,207.423828125,1
1572,0.0,28633,402,4.0,3.5,2,12,5,38,5,29,True,1,17.1533203125,0
1573,2.99,504,171,3.5,4.0,1,4,1,40,5,1,True,0,784.33203125,1
1574,2.99,3090,869,4.5,4.5,4,9,1,43,5,1,True,0,89.32421875,1
1576,3.99,132,31,3.5,3.0,1,4,5,40,0,2,True,0,35.40234375,0
1577,6.99,35,8,4.5,5.0,8,4,5,37,5,15,True,0,36.8095703125,0
1578,2.99,333,140,4.5,4.5,2,4,5,37,4,1,True,0,87.62109375,0
1579,0.0,29,0,3.5,0.0,6,12,2,38,5,2,True,1,94.05078125,0
1580,4.99,7309,136,5.0,5.0,6,4,5,24,5,3,True,0,19.6337890625,0
1581,0.99,278,0,4.5,0.0,2,9,2,37,5,13,True,0,97.443359375,0
1582,4.99,33,1,4.5,5.0,3,4,1,38,5,2,True,0,39.3857421875,1
1583,4.99,1207,264,3.5,3.5,1,4,3,26,5,1,True,0,788.66015625,0
1584,2.99,130,22,4.0,3.5,1,4,3,40,0,1,True,0,790.83984375,0
1585,2.99,743,22,3.5,3.5,1,4,2,40,5,3,True,0,926.7353515625,0
1586,0.0,43,0,2.5,0.0,4,4,5,37,5,1,True,1,22.74609375,0
1587,2.99,8661,117,4.5,4.0,2,4,1,43,5,10,True,0,99.8427734375,1
1588,4.99,28439,1067,5.0,5.0,3,4,5,37,5,1,True,0,154.8642578125,0
1589,0.99,139,23,4.5,5.0,2,4,1,40,4,16,True,0,24.52734375,1
1590,0.0,1110,30,2.0,2.0,2,4,5,38,3,25,True,1,69.6787109375,0
1592,0.99,245,22,4.5,4.5,1,4,2,37,0,8,True,0,94.646484375,0
1593,1.99,3379,776,4.5,5.0,2,4,2,37,3,1,True,0,45.3115234375,0
1594,0.0,49510,90,3.5,2.0,4,4,5,37,0,1,True,1,64.30078125,0
1595,0.99,10703,0,4.5,0.0,1,4,1,40,0,11,True,0,33.470703125,1
1596,2.99,23349,308,4.5,4.0,1,4,3,40,5,18,True,0,95.173828125,0
1597,0.0,162701,1881,4.5,4.5,5,4,3,37,5,24,True,1,85.623046875,0
1598,0.0,3909,53,5.0,5.0,2,4,4,37,5,22,True,1,51.4990234375,0
1599,0.0,11,0,5.0,0.0,5,17,5,37,5,1,True,1,77.8896484375,0
1600,1.99,3434,58,5.0,5.0,2,4,5,37,5,15,True,0,43.677734375,0
1601,1.99,1186,23,5.0,4.5,2,4,5,37,5,15,True,0,43.634765625,0
1602,4.99,7717,1748,4.0,4.0,1,9,1,43,5,1,True,0,1086.484375,1
1603,0.0,15185,407,4.5,5.0,3,12,5,37,0,1,True,1,43.9423828125,0
1604,0.0,181384,1766,4.0,4.5,4,4,1,37,5,1,True,1,89.7509765625,1
1605,0.0,29,0,3.5,0.0,5,17,5,37,0,1,True,1,85.072265625,0
1606,0.0,336,8,3.0,3.5,1,4,3,37,1,1,True,1,35.2353515625,0
1607,0.0,39391,1724,4.5,4.5,2,4,2,37,4,1,True,1,54.3349609375,0
1608,4.99,819,49,4.0,4.0,1,9,1,43,5,1,True,0,35.3916015625,1
1609,2.99,965,15,4.5,2.0,1,12,5,38,0,6,True,0,92.0,0
1610,0.0,46705,1118,4.5,4.5,3,17,1,38,5,13,True,1,1992.013671875,1
1611,2.99,5214,76,4.5,4.5,1,12,1,40,4,1,True,0,218.37109375,1
1612,0.0,9879,192,4.5,5.0,4,4,5,37,5,32,True,1,123.2333984375,0
1613,0.0,295211,91,4.5,4.0,1,9,1,38,5,1,True,1,150.705078125,1
1614,3.99,209,103,4.5,4.0,1,9,1,43,4,1,True,0,36.44140625,1
1615,0.0,117338,22708,4.5,4.5,2,12,1,43,5,15,True,1,195.76171875,1
1616,0.99,14057,79,4.5,4.5,3,4,4,37,5,1,True,0,72.7001953125,0
1618,2.99,4965,301,4.5,4.5,1,12,1,40,5,5,True,0,893.39453125,1
1619,0.0,42,0,2.0,0.0,2,4,5,37,5,2,True,1,241.927734375,0
1620,1.99,3748,176,4.5,4.0,1,9,1,38,5,8,True,0,163.26171875,1
1621,0.0,1987,5,4.0,4.5,6,17,2,24,5,1,True,1,100.7548828125,0
1622,4.99,1685,112,4.5,4.5,6,9,5,37,5,18,True,0,65.2060546875,0
1623,0.99,17203,553,4.5,4.5,2,17,1,43,5,15,True,0,195.7421875,1
1624,0.0,22324,543,4.5,4.5,5,12,1,40,5,6,True,1,66.7119140625,1
1625,4.99,18822,25,4.5,4.0,1,12,1,37,5,10,True,0,1735.8125,1
1626,2.99,540,240,4.0,4.0,1,9,1,43,5,2,True,0,56.6875,1
1627,0.99,80,35,4.5,4.5,1,4,1,43,5,1,True,0,42.591158866882324,1
1628,14.99,4558,225,4.5,4.5,1,9,1,40,5,12,True,0,512.837890625,1
1629,0.0,34677,313,4.5,4.5,4,4,5,37,5,6,True,1,103.65625,0
1630,0.0,3783,804,4.5,4.0,1,4,1,40,5,20,True,1,39.0703125,1
1631,6.99,259,259,4.5,4.5,1,4,1,24,5,1,True,0,582.9360771179199,1
1632,3.99,1033,211,4.5,4.5,1,4,1,39,5,1,True,0,2147.10546875,1
1633,0.99,2630,1469,5.0,5.0,1,12,1,43,5,2,True,0,40.9615364074707,1
1634,0.0,612532,410,4.5,4.5,2,12,1,39,5,13,True,1,1744.841796875,1
1635,0.0,115,1,4.5,4.0,1,4,1,43,5,1,True,1,117.73046875,1
1636,2.99,401,39,4.0,4.5,2,4,3,40,5,15,True,0,75.4677734375,0
1637,2.99,6263,172,4.5,4.5,3,4,5,37,5,28,True,0,117.927734375,0
1638,0.0,2739,4,3.5,3.5,1,9,1,38,3,16,True,1,120.9501953125,1
1639,2.99,22100,1939,5.0,5.0,6,4,5,37,5,11,True,0,167.3037109375,0
1640,0.0,15605,1288,4.0,4.5,4,4,4,37,1,23,True,1,95.009765625,0
1641,2.99,18758,44,4.0,4.0,4,4,1,40,4,9,True,0,604.72265625,1
1642,1.99,3164,107,4.5,4.5,2,17,1,37,5,1,True,0,132.2568359375,1
1643,3.99,108,10,3.0,4.0,1,4,1,39,4,1,True,0,73.63671875,1
1644,0.0,96534,188,4.5,4.5,9,4,3,37,5,6,True,1,205.00390625,0
1645,0.0,4878,209,4.0,4.5,5,4,5,37,0,3,True,1,17.5341796875,0
1646,0.0,11021,9,4.5,4.5,4,4,4,37,0,16,True,1,107.4677734375,0
1647,9.99,2951,505,4.0,5.0,3,4,5,11,0,32,True,0,47.517578125,0
1648,0.0,113709,18,4.0,4.5,4,4,5,37,5,45,True,1,169.658203125,0
1649,4.99,697,8,2.5,3.0,3,17,5,38,1,4,True,0,26.267578125,0
1650,0.0,129,2,4.5,4.5,6,4,5,37,5,2,True,1,65.9150390625,0
1651,1.99,1628,14,4.5,5.0,2,4,1,38,5,13,True,0,78.677734375,1
1652,4.99,20113,1153,4.0,4.5,1,17,1,43,3,8,True,0,1107.376953125,1
1653,0.99,11000,935,4.5,4.5,1,4,1,38,5,13,True,0,69.3046875,1
1654,2.99,196,2,4.5,4.5,2,4,5,37,5,9,True,0,23.7705078125,0
1655,0.0,16555,1776,4.5,4.0,1,4,5,38,5,11,True,1,20.33203125,0
1656,0.0,2207,20,2.5,1.5,2,4,5,24,5,2,True,1,64.71875,0
1657,0.0,4645,28,4.0,4.5,4,17,5,37,5,2,True,1,25.4453125,0
1658,6.99,235,121,4.5,4.5,2,4,5,38,0,6,True,0,85.38671875,0
1659,0.99,482,24,2.5,1.0,3,12,5,25,3,29,True,0,18.412109375,0
1661,0.0,41266,153,4.5,3.5,2,17,1,38,5,11,True,1,976.9326171875,1
1663,0.0,28902,92,4.5,4.5,3,4,1,38,5,10,True,1,129.857421875,1
1664,0.0,16852,457,4.5,4.5,2,12,1,37,5,1,True,1,1451.8388671875,1
1666,0.99,4678,205,4.5,4.0,1,4,1,38,5,19,True,0,67.6748046875,1
1667,4.99,95,21,3.5,3.5,1,4,1,24,5,1,True,0,496.29296875,1
1669,0.99,365,3,4.5,4.5,1,4,1,37,5,1,True,0,81.173828125,1
1670,0.0,1385,25,4.5,4.5,2,4,3,37,5,5,True,1,1213.7763671875,0
1671,0.0,109,2,4.0,3.0,5,4,2,37,5,15,True,1,53.767578125,0
1672,0.99,61,35,4.5,4.5,1,4,1,43,5,1,True,0,49.33203125,1
1673,0.0,12177,184,4.0,3.5,5,4,2,37,5,4,True,1,104.755859375,0
1674,0.99,128,0,4.5,0.0,6,17,5,38,4,2,True,0,103.4541015625,0
1675,1.99,93,15,2.5,2.5,6,4,4,40,1,1,True,0,0.640625,0
1676,0.0,418033,419,4.5,4.5,3,4,1,37,5,7,True,1,178.0390625,1
1677,9.99,571,214,4.5,4.5,2,4,5,38,0,1,True,0,76.4609375,0
1678,0.0,6088,196,4.5,5.0,4,4,2,37,5,1,True,1,65.037109375,0
1679,1.99,4806,153,5.0,4.5,3,17,5,38,4,5,True,0,46.275390625,0
1680,0.0,17,2,4.5,5.0,5,12,5,37,0,1,True,1,72.697265625,0
1681,2.99,4996,732,4.5,4.5,3,12,1,38,5,8,True,0,834.796875,1
1682,0.0,179111,167,4.5,4.5,3,17,1,38,5,12,True,1,177.2705078125,1
1683,0.99,12,2,4.5,3.0,2,4,3,40,3,2,True,0,304.3046875,0
1684,0.0,729,194,3.5,3.5,1,4,2,38,2,2,True,1,18.06640625,0
1685,0.0,8341,156,3.0,4.5,3,4,5,37,0,29,True,1,272.01953125,0
1686,1.99,160,12,4.0,4.0,2,4,5,37,4,22,True,0,13.181640625,0
1687,0.0,82,2,2.5,5.0,3,4,5,38,5,1,True,1,59.537109375,0
1688,49.99,297,17,4.0,4.5,2,4,5,24,5,1,True,0,984.966796875,0
1689,4.99,14,0,5.0,0.0,4,4,5,38,5,1,True,0,4.05859375,0
1690,0.0,9010,165,3.5,1.0,3,12,2,37,3,12,True,1,50.4150390625,0
1691,0.0,14268,80,4.0,3.5,5,12,5,37,4,11,True,1,176.255859375,0
1692,4.99,1051,43,4.5,5.0,1,9,1,40,5,1,True,0,176.5703125,1
1693,0.0,154911,1253,4.5,4.0,4,12,5,37,5,34,True,1,114.6630859375,0
1694,0.0,46859,2808,4.5,4.5,2,4,1,38,5,1,True,1,92.435546875,1
1695,1.99,1175,0,4.5,0.0,3,4,4,37,5,6,True,0,31.208984375,0
1697,2.99,124,9,4.0,4.5,1,4,3,40,4,15,True,0,152.0185546875,0
1699,0.99,308,56,4.0,4.0,1,4,1,39,5,22,True,0,222.24609375,1
1700,1.99,155,63,3.5,3.5,2,4,1,43,5,1,True,0,96.08203125,1
1701,2.99,1225,63,4.0,4.0,4,4,5,37,4,1,True,0,17.17578125,0
1702,1.99,150,120,4.0,4.0,1,4,1,43,5,1,True,0,54.2866735458374,1
1703,0.99,181,14,4.0,4.0,3,4,2,24,5,1,True,0,20.2998046875,0
1704,7.99,159,1,3.5,2.0,2,12,5,38,5,2,True,0,46.119140625,0
1705,0.99,76,4,5.0,5.0,7,4,5,38,4,2,True,0,21.2490234375,0
1706,0.0,134,11,3.5,3.5,2,4,2,37,5,6,True,1,47.470703125,0
1707,1.99,15430,63,4.5,4.5,1,12,1,37,5,1,True,0,327.591796875,1
1708,0.0,18749,119,4.5,4.5,5,4,3,38,4,1,True,1,254.37890625,0
1709,0.0,840,0,3.0,0.0,3,4,5,37,1,1,True,1,10.58984375,0
1710,0.0,47999,691,4.5,4.5,2,4,5,37,5,33,True,1,318.9326171875,0
1711,0.0,10939,92,4.0,4.5,2,4,5,37,5,33,True,1,321.2275390625,0
1712,0.0,2057,109,4.5,4.5,2,12,1,40,5,1,True,1,211.4658203125,1
1713,0.0,24430,357,4.5,4.5,2,4,5,37,5,33,True,1,308.4296875,0
1714,23.99,5,0,5.0,0.0,2,4,5,37,5,2,True,0,253.2666015625,0
1715,0.0,3936,3,4.0,3.5,5,4,1,38,5,1,True,1,356.4775390625,1
1716,0.0,3779,14,4.0,4.5,8,4,5,37,0,9,True,1,47.5283203125,0
1718,0.0,29078,6,4.5,4.0,9,12,4,37,5,21,True,1,118.9482421875,0
1719,4.99,2433,10,3.5,4.5,1,4,4,37,0,1,True,0,109.5546875,0
1720,0.0,2369,11,4.5,5.0,3,17,2,37,4,8,True,1,104.8017578125,0
1721,0.99,206,15,4.0,4.5,1,4,4,37,0,1,True,0,3.7421875,0
1722,3.99,105,28,4.5,4.5,3,4,5,38,5,1,True,0,8.220703125,0
1723,2.99,2319,40,4.5,4.0,2,4,5,37,5,2,True,0,72.3212890625,0
1724,0.0,11174,0,3.5,0.0,27,12,4,37,5,16,True,1,94.009765625,0
1725,0.99,13,2,3.0,3.5,1,4,1,43,5,1,True,0,31.2026948928833,1
1726,0.0,1,1,5.0,5.0,7,17,2,38,0,2,True,1,135.533203125,0
1727,0.0,11040,644,4.0,4.5,5,4,5,37,5,11,True,1,111.048828125,0
1728,0.0,1191,572,4.5,4.5,3,4,1,40,3,1,True,1,218.8310546875,1
1729,0.0,2431,14,4.5,4.5,3,12,5,37,4,1,True,1,51.1181640625,0
1730,0.0,1,1,1.0,1.0,1,4,5,37,1,1,True,1,6.3515625,0
1731,4.99,50,0,4.0,0.0,2,4,5,37,5,11,True,0,73.1513671875,0
1732,1.99,181,3,4.0,3.5,1,4,1,37,5,5,True,0,134.96875,1
1733,0.0,687,19,3.0,2.5,2,4,5,37,0,6,True,1,26.1044921875,0
1734,0.0,1356,73,2.5,2.5,2,4,5,38,0,1,True,1,40.9072265625,0
1735,2.99,421,174,4.5,4.5,1,9,1,43,5,2,True,0,79.78515625,1
1737,0.0,27421,2544,4.5,4.5,1,4,5,38,0,12,True,1,71.2763671875,0
1738,4.99,2145,189,4.5,4.5,1,12,1,39,5,7,True,0,116.09375,1
1739,3.99,7,0,3.5,0.0,2,4,3,37,5,1,True,0,21.849609375,0
1740,1.99,26,3,3.0,1.0,1,9,1,40,5,1,True,0,45.015625,1
1741,0.0,754,21,4.0,4.0,6,12,1,40,5,3,True,1,62.3564453125,1
1742,0.99,56,17,4.0,4.0,2,4,1,43,4,16,True,0,26.953125,1
1743,0.0,25193,245,4.5,5.0,5,17,5,37,5,2,True,1,15.9130859375,0
1744,0.0,97,0,4.0,0.0,5,17,5,38,0,2,True,1,68.7373046875,0
1745,0.99,3,3,3.5,3.5,1,4,1,43,5,12,True,0,45.156747817993164,1
1746,8.99,10534,20,5.0,5.0,3,4,3,37,4,1,True,0,72.939453125,0
1747,2.99,11322,10,5.0,4.5,5,9,5,37,0,1,True,0,7.314453125,0
1748,2.99,307,152,4.5,4.5,2,4,5,40,5,6,True,0,9.3046875,0
1749,0.0,2082,12,5.0,5.0,6,4,4,37,0,6,True,1,153.861328125,0
1751,0.0,90355,150,3.5,1.5,6,4,4,37,0,25,True,1,49.25,0
1752,0.99,2505,0,4.5,0.0,2,4,1,37,5,1,True,0,88.3701171875,1
1753,1.99,130,10,2.0,1.5,1,4,5,37,0,1,True,0,14.3271484375,0
1754,24.99,1,1,1.0,1.0,3,12,5,38,5,2,True,0,125.2333984375,0
1755,3.99,525,140,4.5,4.5,2,4,5,38,5,1,True,0,6.0302734375,0
1756,1.99,1941,154,4.5,4.5,3,4,1,43,1,1,True,0,65.7392578125,1
1757,0.99,2232,70,4.5,3.5,1,12,1,40,5,5,True,0,244.919921875,1
1758,0.0,66002,3238,4.5,4.5,3,4,1,37,4,18,True,1,23.7373046875,1
1759,0.0,198,2,4.5,1.0,5,17,5,24,5,2,True,1,203.2451171875,0
1760,1.99,104,54,4.0,4.0,1,4,1,43,5,3,True,0,293.8515625,1
1761,0.0,14,0,5.0,0.0,7,17,5,37,5,2,True,1,177.4375,0
1762,0.0,41428,20,4.5,4.5,2,9,1,24,5,14,True,1,265.62890625,1
1763,1.99,3025,275,4.5,4.5,1,9,1,40,2,1,True,0,85.8134765625,1
1764,4.99,96,0,3.0,0.0,2,12,1,37,5,1,True,0,229.8173828125,1
1765,0.0,2,2,2.5,2.5,7,12,1,37,5,1,True,1,113.041015625,1
1767,0.0,5230,73,4.0,4.5,3,4,1,38,5,11,True,1,118.0771484375,1
1768,0.0,80308,489,4.5,4.5,7,12,1,37,5,1,True,1,125.5439453125,1
1769,0.99,2298,63,4.0,4.5,1,9,1,40,2,1,True,0,83.357421875,1
1770,1.99,14912,151,4.0,4.0,1,9,1,40,5,10,True,0,208.2822265625,1
1771,0.0,78,6,4.0,4.0,7,4,1,37,5,1,True,1,124.3955078125,1
1772,9.99,166,16,4.5,5.0,2,4,4,37,5,6,True,0,37.4375,0
1774,0.0,13237,102,3.5,3.5,3,4,2,37,4,13,True,1,36.283203125,0
1775,0.0,464312,444,4.5,4.5,4,9,1,38,5,16,True,1,140.3076171875,1
1776,4.99,4422,2200,4.0,4.0,1,9,1,43,5,8,True,0,345.06640625,1
1777,19.99,2747,183,4.5,5.0,5,12,5,37,5,1,True,0,804.705078125,0
1778,0.99,53,42,4.5,4.5,1,4,5,40,0,25,True,0,14.4453125,0
1779,0.0,1205,2,3.0,5.0,3,4,2,37,2,2,True,1,34.1640625,0
1780,0.0,198050,94315,4.5,4.5,1,4,1,43,5,1,True,1,67.078125,1
1781,0.0,267394,1763,4.5,4.5,6,9,1,37,5,6,True,1,93.9443359375,1
1783,0.99,10477,10477,4.5,4.5,1,17,1,43,0,1,True,0,33.083126068115234,1
1784,3.99,594,68,4.5,5.0,4,4,4,37,5,19,True,0,19.6552734375,0
1785,1.99,6419,531,4.5,5.0,1,9,1,40,0,1,True,0,279.15234375,1
1786,2.99,11447,726,5.0,5.0,1,9,1,24,5,1,True,0,418.49609375,1
1787,0.0,43770,722,4.5,4.5,2,4,1,38,5,5,True,1,1030.86328125,1
1788,0.0,6009,16,3.5,4.0,2,4,2,37,5,2,True,1,375.767578125,0
1789,0.99,34,2,4.0,5.0,1,4,5,37,0,2,True,0,15.837890625,0
1790,0.0,445,12,4.5,5.0,1,4,5,37,0,2,True,1,21.9794921875,0
1791,0.0,9875,33,4.5,4.0,1,4,1,37,5,9,True,1,127.5712890625,1
1792,0.0,4818,53,4.5,4.5,2,4,4,25,5,3,True,1,84.7685546875,0
1793,0.0,53,1,2.5,5.0,6,4,5,37,4,15,True,1,64.455078125,0
1794,0.0,8014,59,4.5,5.0,2,17,5,37,5,1,True,1,85.0087890625,0
1795,2.99,322,13,4.5,5.0,2,4,3,37,5,1,True,0,19.8876953125,0
1796,0.0,5237,129,4.5,4.5,1,12,1,38,5,1,True,1,200.10546875,1
1797,2.99,1044,1,4.5,5.0,3,4,1,37,4,1,True,0,78.580078125,1
1799,0.0,440,23,4.0,4.0,4,4,3,38,5,1,True,1,73.01171875,0
1800,0.0,9,1,3.5,3.0,4,17,5,37,0,1,True,1,87.0927734375,0
1801,0.99,570,5,4.5,4.0,1,4,1,37,0,16,True,0,41.625,1
1802,0.0,186089,1010,5.0,4.5,2,4,1,37,5,1,True,1,120.369140625,1
1803,2.99,411,11,3.0,4.5,1,4,2,40,2,15,True,0,7.7041015625,0
1804,4.99,6891,34,4.5,4.0,3,4,1,37,5,1,True,0,153.654296875,1
1805,2.99,9095,3789,4.5,4.5,1,12,1,43,5,1,True,0,47.23046875,1
1806,0.99,10604,3488,4.5,4.5,1,4,1,43,5,11,True,0,81.0,1
1807,0.0,12402,338,4.5,4.0,1,17,5,24,5,2,True,1,74.9306640625,0
1808,0.99,4251,786,4.0,4.5,2,4,4,38,5,1,True,0,60.60546875,0
1809,0.0,126233,22200,4.5,4.5,1,4,1,40,5,9,True,1,92.98828125,1
1810,1.99,2972,1160,4.5,4.0,1,4,1,43,5,9,True,0,46.12890625,1
1811,0.0,55548,97,4.0,3.5,6,4,1,38,5,8,True,1,324.15234375,1
1812,2.99,418,52,4.0,4.5,1,12,1,39,0,6,True,0,45.94921875,1
1813,0.99,19,5,2.5,2.0,1,17,5,38,3,1,True,0,31.470703125,0
1814,4.99,53,2,2.5,3.0,6,4,3,24,3,10,True,0,33.2861328125,0
1815,0.0,2555,332,4.5,4.5,1,9,1,38,5,2,True,1,106.9384765625,1
1816,2.99,50,9,3.5,2.5,1,12,5,43,2,1,True,0,64.5439453125,0
1817,0.0,141634,1655,5.0,4.0,2,17,1,38,5,12,True,1,118.8916015625,1
1818,3.99,7643,110,4.5,4.5,2,4,4,38,0,12,True,0,58.32421875,0
1819,0.0,22079,193,4.5,4.0,1,4,1,43,4,1,True,1,134.841796875,1
1820,0.0,10514,86,4.5,5.0,4,9,1,38,5,2,True,1,129.234375,1
1821,1.99,38,1,3.5,1.0,5,4,1,40,5,10,True,0,205.8349609375,1
1822,1.99,2374,464,4.5,4.5,2,4,1,43,5,1,True,0,23.3671875,1
1823,0.0,39501,4851,4.5,4.5,3,4,4,37,5,18,True,1,114.4951171875,0
1824,0.0,187579,286,4.5,4.5,2,4,1,38,4,14,True,1,250.2646484375,1
1825,0.0,138,0,4.0,0.0,5,4,5,24,3,1,True,1,58.296875,0
1826,2.99,8249,18,4.0,4.5,1,4,1,37,5,1,True,0,122.3203125,1
1827,0.0,17254,237,5.0,4.5,5,9,1,40,5,3,True,1,40.9296875,1
1828,0.99,9003,1038,5.0,4.5,1,4,1,40,0,10,True,0,64.0654296875,1
1829,0.99,4294,829,4.5,4.5,1,4,1,24,5,10,True,0,112.7939453125,1
1830,2.99,342,24,4.0,4.5,1,4,3,40,4,19,True,0,132.1689453125,0
1831,0.0,12,0,3.5,0.0,1,4,5,38,0,1,True,1,5.046875,0
1832,14.99,1808,212,4.5,5.0,1,9,1,43,5,12,True,0,159.29296875,1
1833,1.99,964,3,4.5,5.0,4,4,5,37,0,32,True,0,162.9658203125,0
1834,2.99,1,1,1.0,1.0,5,4,3,38,5,1,True,0,62.091796875,0
1836,2.99,35109,26,4.0,2.0,3,4,1,37,5,1,True,0,31.8701171875,1
